aaek,1=阿
xyph,1=熏
xyqh,1=獯
xysb,1=巽
xytr,1=埙
xywo,1=珣
xyxo,1=恂
xyyi,1=训
xyyo,1=询
xyyu,1=讯
xyzv,1=巡
xyzx,1=逊
yaap,1=牙
yaay,1=亚
yabl,1=丫
yacy,1=芽
yadt,1=涯
yaet,1=崖
yaey,1=岈
yafj,1=押
yafn,1=揠
yaid,1=压
yaiv,1=轧
yaiy,1=蚜
yajn,1=鸭
yaky,1=哑
yamy,1=桠
yank,1=姶
yany,1=娅
yaot,1=睚
yaqd,1=猰
yaqy,1=氩
yary,1=伢
yatt,1=堐
yaty,1=垭
yauv,1=碣
yauy,1=砑
yawe,1=琊
yawy,1=玡
yayf,1=雅
yayn,1=鸦
yazy,1=迓
ybae,1=䲟
ybbb,1=寅
ybbo,1=窨
ybbx,1=瘾
ybcd,1=茵
ybce,1=茚
ybdd,1=洇
ybdr,1=淫
ybdy,1=溵
ybej,1=崟
ybeo,1=阴
ybex,1=隐
ybjd,1=铟
ybjg,1=银
ybkk,1=嚚
ybkl,1=吲
ybko,1=喑
yblo,1=音
yblx,1=慭
ybmk,1=訚
ybnd,1=姻
ybne,1=鄞
ybpe,1=印
ybpt,1=禋
ybpv,1=胤
ybpy,1=殷
ybqd,1=氤
ybtg,1=垠
ybtj,1=圻
ybug,1=硍
ybur,1=饮
ybvp,1=尹
ybwg,1=珢
ybxo,1=愔
ybxr,1=歅
ycaf,1=鳐
ycaw,1=尧
ycba,1=疟
ycbf,1=窑
ycbl,1=窈
ycbo,1=窅
yccu,1=药
ycdw,1=滧
yced,1=隃
ycen,1=崾
ycew,1=峣
ycgl,1=靿
ycif,1=徭
ycik,1=轺
ycjd,1=铫
ycjo,1=钥
yckx,1=咬
ycky,1=吆
ycnd,1=姚
ycnf,1=媱
ycny,1=妖
ycof,1=曜
ycon,1=腰
ycpd,1=乐
ycpj,1=舀
ycpn,1=鹞
ycpx,1=繇
ycqf,1=猺
ycrw,1=侥
yctt,1=垚
ycvs,1=幺
ycwd,1=珧
ycxf,1=耀
ycxo,1=肴
ycxx,1=爻
ycyf,1=谣
yczf,1=遥
yczw,1=邀
year,1=页
yebe,1=爷
yedk,1=冶
yedn,1=液
yeee,1=耶
yefe,1=揶
yefn,1=掖
yeim,1=靥
yeje,1=铘
yeka,1=噎
yekd,1=咽
yeku,1=叶
yekv,1=喝
yela,1=业
yell,1=野
yelp,1=曳
yeme,1=椰
yeon,1=腋
yeou,1=晔
yere,1=倻
yetv,1=堨
yeuc,1=射
yeum,1=馌
yevv,1=也
yewn,1=夜
yeyv,1=谒
yhbl,1=羊
yhbp,1=疡
yhdy,1=泱
yheo,1=阳
yhfp,1=扬
yhgy,1=鞅
yhhp,1=炀
yhhy,1=烊
yhjp,1=钖
yhky,1=咉
yhmy,1=样
yhop,1=旸
yhpe,1=卬
yhre,1=仰
yhry,1=佯
yhty,1=垟
yhwp,1=玚
yhxy,1=怏
yhyl,1=养
yhyn,1=鸯
yhyx,1=恙
yhyy,1=羕
yiaa,1=一
yiad,1=弋
yibl,1=宧
yibq,1=宜
yibr,1=疑
yibt,1=瘗
yibx,1=癔
yiby,1=疫
yicr,1=苡
yicv,1=艺
yicx,1=薏
yicy,1=荑
yida,1=殪
yidb,1=浥
yidx,1=义
yiel,1=峄
yier,1=嶷
yifb,1=挹
yife,1=揖
yifk,1=旖
yigb,1=廙
yihb,1=熠
yihx,1=黟
yiib,1=蛇
yiim,1=螠
yiiu,1=轶
yiiw,1=蜴
yiiy,1=蚁
yijv,1=钇
yijy,1=铱
yikb,1=邑
yikm,1=嗌
yiku,1=医
yikv,1=呓
yikx,1=噫
yiky,1=咿
yilx,1=意
yiml,1=驿
yimy,1=杙
yinx,1=嫕
yiny,1=姨
yiok,1=眙
yiou,1=昳
yiow,1=易
yiox,1=臆
yioy,1=胰
yipn,1=乂
yipw,1=祎
yird,1=㑊
yirk,1=倚
yirl,1=食
yiro,1=佾
yirq,1=仡
yiru,1=佚
yirv,1=亿
yiry,1=仪
yisc,1=异
yisl,1=绎
yism,1=缢
yisu,1=矣
yitw,1=埸
yiuc,1=射
yiuk,1=饴
yium,1=尾
yiux,1=懿
yivr,1=以
yivv,1=乙
yivx,1=簃
yivy,1=舣
yiwc,1=弈
yiwk,1=裔
yiwy,1=衣
yixc,1=羿
yixd,1=刈
yixv,1=忆
yiyk,1=诒
yiyl,1=译
yiyo,1=诣
yiyq,1=谊
yizd,1=逸
yizr,1=遗
yizy,1=迤
yjbg,1=戭
yjbn,1=宴
yjce,1=芫
yjdb,1=滟
yjdc,1=渰
yjde,1=沇
yjdh,1=漹
yjdk,1=沿
yjdt,1=湮
yjed,1=崦
yjeu,1=岩
yjfb,1=艳
yjfd,1=掩
yjhh,1=炎
yjhw,1=甗
yjif,1=雁
yjil,1=餍
yjin,1=蝘
yjip,1=彦
yjiq,1=厌
yjir,1=赝
yjiz,1=蜒
yjkd,1=咽
yjkk,1=唁
yjkz,1=觃
yjlt,1=䶮
yjma,1=验
yjmd,1=阉
yjmh,1=棪
yjmj,1=阎
yjms,1=闫
yjnh,1=嫣
yjnk,1=妍
yjod,1=胭
yjog,1=眼
yjon,1=晏
yjpy,1=殷
yjrc,1=弇
yjrn,1=偃
yjsd,1=罨
yjth,1=墕
yjtm,1=盐
yjtn,1=堰
yjue,1=砚
yjvh,1=焉
yjwe,1=兖
yjwk,1=言
yjyp,1=谚
ykbn,1=瘿
ykbr,1=颍
ykcf,1=䓨
ykch,1=荧
ykci,1=萤
ykcj,1=蓥
ykck,1=营
ykcn,1=莺
ykct,1=茔
ykcu,1=荥
ykcx,1=萦
ykdf,1=瀛
ykdm,1=溁
ykdy,1=滢
ykfn,1=撄
ykga,1=应
ykgn,1=鹰
ykid,1=蝇
ykke,1=郢
ykkf,1=罂
ykkn,1=嘤
yknm,1=盈
ykon,1=媵
ykop,1=影
ykoy,1=映
yksn,1=缨
ykwn,1=璎
ykwy,1=瑛
ykze,1=迎
yoko,1=唷
yoku,1=哟
yrbv,1=宛
yrce,1=芫
yrcv,1=苑
yrcz,1=薳
yrdl,1=渊
yrdx,1=源
yrdy,1=湲
yred,1=鼋
yree,1=元
yrfu,1=掾
yrfy,1=援
yrio,1=蜎
yrix,1=愿
yriy,1=辕
yrke,1=园
yrkr,1=圆
yrky,1=圜
yrmu,1=橼
yrne,1=妧
yrnx,1=嫄
yrny,1=媛
yrpy,1=爰
yrqy,1=猿
yrte,1=垸
yrta,1=垣
yrtx,1=塬
yrty,1=袁
yrxo,1=眢
yrxx,1=怨
yryn,1=鸢
ysal,1=鳙
ysay,1=鲬
ysby,1=痈
ysdf,1=澭
ysdy,1=涌
ysfy,1=拥
ysge,1=鄘
yshy,1=㶲
ysjl,1=镛
yskl,1=用
ysky,1=喁
ysmy,1=栐
ysof,1=臃
ysry,1=俑
yssl,1=勇
yssx,1=恿
yssy,1=甬
ystl,1=墉
ysty,1=埇
ysvb,1=邕
yswl,1=饔
yswt,1=壅
yszy,1=踊
ytdc,1=瀹
ytjo,1=钥
ytka,1=月
ytkx,1=哕
ytme,1=阅
ytml,1=栎
ytmv,1=樾
ytod,1=刖
ytpd,1=乐
ytpv,1=粤
ytqe,1=岳
ytrc,1=龠
yttf,1=趯
yttv,1=越
ytvc,1=籥
ytwo,1=玥
ytxe,1=悦
ytzy,1=跃
yuaa,1=与
yuad,1=雨
yual,1=于
yubd,1=瘀
yubg,1=窳
yubn,1=鹆
yubr,1=欲
yuby,1=寓
yucc,1=蔚
yucd,1=薁
yucr,1=蓣
yuda,1=渔
yudd,1=渝
yudo,1=淯
yudr,1=滪
yued,1=嵛
yuek,1=峪
yuey,1=隅
yufd,1=於
yuhl,1=煜
yuhk,1=燏
yuhl,1=煜
yuia,1=蜮
yuie,1=御
yujc,1=舁
yujy,1=钰
yukd,1=喻
yukg,1=圉
yuky,1=吁
yuma,1=阈
yumd,1=榆
yumy,1=驭
yunl,1=妤
yunt,1=娱
yunx,1=妪
yuol,1=昱
yuoy,1=腴
yupb,1=舆
yupd,1=褕
yupk,1=裕
yupn,1=臾
yupv,1=毓
yuqd,1=㺄
yuqh,1=狳
yurd,1=俞
yurh,1=余
yurt,1=俣
yurx,1=愈
yusl,1=予
yusn,1=豫
yuta,1=域
yuto,1=堉
yutq,1=圫
yuuc,1=尉
yuuy,1=饫
yuvk,1=龉
yuvy,1=竽
yuwd,1=瑜
yuwo,1=育
yuwy,1=玙
yuxd,1=愉
yuxk,1=誉
yuyd,1=谕
yuyk,1=雩
yuym,1=盂
yuyr,1=欤
yuyx,1=愚
yuzd,1=逾
yuzk,1=遹
yuzy,1=迂
yybe,1=郓
yycm,1=蕴
yycs,1=芸
yycv,1=菀
yyes,1=云
yyhm,1=煴
yyke,1=郧
yyld,1=韵
yyls,1=耘
yyns,1=妘
yynz,1=孕
yyod,1=昀
yyoi,1=晕
yyqe,1=狁
yyqm,1=氲
yysm,1=缊
yytj,1=鋆
yywr,1=赟
yyxi,1=恽
yyxm,1=愠
yyzs,1=运
yzaa,1=酉
yzay,1=鲉
yzbo,1=宥
yzbq,1=猷
yzby,1=疣
yzcn,1=莠
yzcw,1=莜
yzcy,1=莸
yzdy,1=油
yzdz,1=游
yzey,1=幽
yzgb,1=麀
yzhl,1=黝
yzil,1=蚴
yzjo,1=铕
yzjy,1=鼬
yzkl,1=呦
yzko,1=囿
yzla,1=卣
yzlw,1=耰
yzmh,1=槱
yzmy,1=柚
yzpf,1=牖
yzpx,1=繇
yzpy,1=釉
yzqy,1=犹
yzrk,1=佑
yzro,1=侑
yzrw,1=攸
yzrx,1=悠
yzry,1=优
yzud,1=尤
yzuk,1=右
yzuy,1=友
yzvn,1=又
yzxa,1=酉
yzxy,1=忧
yzyd,1=尤
yzye,1=邮
yzyl,1=幼
yzyn,1=诱
zafv,1=扎
zafx,1=拶
zajm,1=杂
zakj,1=匝
zakv,1=咋
zakz,1=咱
zaor,1=臜
zauj,1=砸
zcad,1=枣
zcbq,1=皂
zccm,1=藻
zchm,1=燥
zcht,1=灶
zcii,1=蚤
zckm,1=噪
zckq,1=唣
zcmo,1=糟
zcou,1=早
zcvz,1=簉
zcwm,1=璪
zcxz,1=慥
zczk,1=造
zczm,1=躁
zczo,1=遭
zdar,1=再
zdbh,1=灾
zdbu,1=宰
zdex,1=崽
zdrz,1=仔
zduk,1=哉
zdum,1=栽
zdut,1=在
zdvt,1=甾
zedl,1=泽
zefl,1=择
zefr,1=责
zeir,1=赜
zejr,1=帻
zekd,1=则
zekr,1=赜
zekv,1=咋
zeor,1=昃
zevr,1=箦
zevv,1=舴
zezv,1=迮
zfvx,1=怎
zfyo,1=谮
zgbe,1=鄫
zgbo,1=曾
zgbw,1=甑
zgjw,1=锃
zgko,1=赠
zgso,1=罾
zgsx,1=综
zgto,1=增
zguo,1=矰
zgxo,1=憎
zhad,1=臧
zhcc,1=葬
zhci,1=藏
zhkt,1=赃
zhmq,1=驵
zhot,1=脏
zhpd,1=奘
zhpy,1=牂
zhvd,1=奘
zhwi,1=臧
ziab,1=髭
ziat,1=鲻
ziby,1=兹
zibz,1=孳
zicb,1=茈
zicv,1=鼒
zidk,1=咨
zidn,1=姿
zidt,1=淄
zidu,1=滓
zidx,1=恣
zidy,1=滋
ziey,1=嵫
zihp,1=秭
ziit,1=辎
zijy,1=镃
zikb,1=呲
ziky,1=嗞
zilz,1=耔
zimz,1=籽
zinp,1=姊
ziob,1=眦
zipo,1=自
zirz,1=仔
zist,1=缁
zitr,1=趑
ziva,1=子
zivb,1=龇
zivk,1=訾
zivp,1=笫
zivx,1=紫
zivy,1=觜
zizw,1=孜
zizz,1=孖
zjbr,1=寁
zjfr,1=攒
zjfx,1=拶
zjij,1=錾
zjio,1=暂
zjmo,1=糌
zjne,1=酂
zjnr,1=赞
zjtr,1=趱
zjvo,1=簪
zjwo,1=昝
zjwr,1=瓒
zoev,1=岞
zofu,1=捽
zofy,1=撮
zogt,1=座
zokt,1=唑
zoky,1=嘬
zomv,1=柞
zoov,1=胙
zopv,1=祚
zorg,1=佐
zort,1=坐
zorv,1=作
zorw,1=做
zovv,1=笮
zown,1=琢
zoxv,1=怍
zoyv,1=酢
zrfx,1=攥
zrsr,1=缵
zrvx,1=纂
zrzr,1=躜
zsaw,1=鬷
zsax,1=鬃
zsbr,1=疭
zshx,1=熜
zsmr,1=枞
zsmx,1=粽
zsox,1=腙
zsrx,1=倧
zssx,1=综
zszx,1=踪
zucq,1=菹
zueq,1=阻
zueu,1=崒
zuhq,1=租
zukr,1=足
zupq,1=祖
zurq,1=俎
zusq,1=组
zuwq,1=珇
zuyq,1=诅
zvcy,1=蕞
zvky,1=嘴
zvmn,1=槜
zvoy,1=最
zvsf,1=罪
zvvy,1=觜
zvyu,1=醉
zwad,1=鲗
zwku,1=贼
zyac,1=鳟
zybc,1=尊
zyec,1=嶟
zykc,1=噂
zymc,1=樽
zyrc,1=僔
zyzc,1=遵
zzay,1=鲰
zzee,1=鄹
zzey,1=陬
zzft,1=揍
zzme,1=驺
zztr,1=走
biuu,2=辟
fjct,2=蕃
fuff,2=麸
fufw,2=抚
fuit,2=蝠
fukc,2=赙
furf,2=佛
jidj,2=汲
jiuj,2=矶
liiw,2=蛎
liml,2=栎
lpdd,2=洌
lvmk,2=闾
mkob,2=暝
mmdm,2=湎
mocm,2=茉
pibk,2=否
qidd,2=沏
qimb,2=骐
qmjq,2=钎
qryw,2=醛
uiru,2=什
vifu,2=挚
xihj,2=烯
xpdn,2=解
xxkj,2=呷
yhdy,2=殃
yiby,2=痍
yicx,2=艾
yidk,2=漪
yikr,2=颐
yikx,2=翳
yixl,2=翌
yjdd,2=奄
yjhh,2=焱
yjhj,2=焰
yjig,2=魇
yudd,2=淤
